qpid	desc
ZLC01G0030550	cellular process
ZLC01G0030580	proteolysis
ZLC01G0030580	cellular process
ZLC01G0030580	defense response
ZLC01G0030610	proteolysis
ZLC01G0030610	cellular process
ZLC01G0030630	proteolysis
ZLC01G0030630	cellular process
ZLC01G0030640	negative regulation of MAPK cascade
ZLC01G0030640	negative regulation of plant-type hypersensitive response
ZLC01G0030640	response to ozone
ZLC01G0030640	signal transduction
ZLC01G0030640	cellular response to oxidative stress
ZLC01G0030640	chromatin remodeling
ZLC01G0030640	regulation of transcription by RNA polymerase II
ZLC01G0030650	guard cell differentiation
ZLC01G0030650	positive regulation of DNA-templated transcription
ZLC01G0030670	regulation of DNA-templated transcription
ZLC01G0030690	jasmonic acid mediated signaling pathway
ZLC01G0030690	ubiquitin-dependent protein catabolic process
ZLC01G0030690	protein ubiquitination
ZLC01G0030690	proteasomal protein catabolic process
ZLC01G0030700	transcription by RNA polymerase II
ZLC01G0030720	protein ubiquitination
ZLC01G0030720	cellular process
ZLC01G0030770	response to bacterium
ZLC01G0030790	DNA-templated transcription
ZLC01G0030810	glycolytic process
ZLC01G0030860	ketone body biosynthetic process
ZLC01G0030860	L-leucine catabolic process
ZLC01G0030860	protein folding
ZLC01G0030870	shoot system development
ZLC01G0030870	negative regulation of cell population proliferation
ZLC01G0030880	magnesium ion homeostasis
ZLC01G0030880	intracellular manganese ion homeostasis
ZLC01G0030880	transmembrane transport
ZLC01G0030890	cytokinin biosynthetic process
ZLC01G0030890	tRNA modification
ZLC01G0030900	carbohydrate metabolic process
ZLC01G0030900	cellular process
ZLC01G0030930	RNA modification
ZLC01G0030930	mitochondrial RNA metabolic process
ZLC01G0030930	mRNA metabolic process
ZLC01G0030930	cellular process
ZLC01G0030940	regulation of phenylpropanoid metabolic process
ZLC01G0030940	regulation of cellular process
ZLC01G0030950	deoxyribonucleotide biosynthetic process
ZLC01G0030990	MAPK cascade
ZLC01G0031000	cellular response to salt stress
ZLC01G0031000	protein ubiquitination
ZLC01G0031000	mRNA processing
ZLC01G0031030	translational elongation
ZLC01G0031040	glutamine biosynthetic process
ZLC01G0031060	chloroplast-nucleus signaling pathway
ZLC01G0031060	mitochondria-nucleus signaling pathway
ZLC01G0031060	mitochondrion organization
ZLC01G0031060	RNA processing
ZLC01G0031090	DNA transposition
ZLC01G0031160	endoplasmic reticulum unfolded protein response
ZLC01G0031160	calcium ion transmembrane transport
ZLC01G0031180	intracellular signal transduction
ZLC01G0031190	cell division
ZLC01G0031210	endosomal transport
ZLC01G0031210	protein transport
ZLC01G0031230	spermine biosynthetic process
ZLC01G0031230	spermidine biosynthetic process
ZLC01G0031230	cellular process
ZLC01G0031230	plant organ development
ZLC01G0031240	chromatin remodeling
ZLC01G0031240	regulation of transcription by RNA polymerase II
ZLC01G0031250	protein repair
ZLC01G0031250	response to oxidative stress
ZLC01G0031250	cellular response to chemical stress
ZLC01G0031280	translation
ZLC01G0031290	chloroplast-nucleus signaling pathway
ZLC01G0031290	mitochondria-nucleus signaling pathway
ZLC01G0031310	pyruvate metabolic process
ZLC01G0031310	photosynthesis
ZLC01G0031320	proton transmembrane transport
ZLC01G0031330	translation
ZLC01G0031350	methylation
ZLC01G0031350	RNA processing
ZLC01G0031360	GPI anchor biosynthetic process
ZLC01G0031360	methylation
ZLC01G0031360	RNA processing
ZLC01G0031370	endomembrane system organization
ZLC01G0031420	ER body organization
ZLC01G0031430	chromatin remodeling
ZLC01G0031440	cytokinin-activated signaling pathway
ZLC01G0031440	phosphorelay signal transduction system
ZLC01G0031460	cytokinin-activated signaling pathway
ZLC01G0031460	phosphorelay signal transduction system
ZLC01G0031460	multidimensional cell growth
ZLC01G0031460	embryo sac development
ZLC01G0031470	nucleobase-containing compound metabolic process
ZLC01G0031470	cellular process
ZLC01G0031480	translational elongation
ZLC01G0031500	nucleobase-containing compound metabolic process
ZLC01G0031500	cellular process
ZLC01G0031520	nucleobase-containing compound metabolic process
ZLC01G0031520	cellular process
ZLC01G0031520	response to jasmonic acid
ZLC01G0031520	response to wounding
ZLC01G0031520	glycosyl compound catabolic process
ZLC01G0031520	purine-containing compound catabolic process
ZLC01G0031520	small molecule catabolic process
ZLC01G0031560	nucleobase-containing compound metabolic process
ZLC01G0031560	cellular process
ZLC01G0031570	proteasome-mediated ubiquitin-dependent protein catabolic process
ZLC01G0031570	cellular process
ZLC01G0031580	carbohydrate transmembrane transport
ZLC01G0031590	transmembrane transport
ZLC01G0031600	copper ion homeostasis
ZLC01G0031600	platelet-derived growth factor receptor-alpha signaling pathway
ZLC01G0031600	platelet-derived growth factor receptor-beta signaling pathway
ZLC01G0031600	macrophage colony-stimulating factor signaling pathway
ZLC01G0031600	brain-derived neurotrophic factor receptor signaling pathway
ZLC01G0031600	hepatocyte growth factor receptor signaling pathway
ZLC01G0031600	Kit signaling pathway
ZLC01G0031600	insulin-like growth factor receptor signaling pathway
ZLC01G0031600	collagen-activated tyrosine kinase receptor signaling pathway
ZLC01G0031600	regulation of DNA-templated transcription
ZLC01G0031600	epidermal growth factor receptor signaling pathway
ZLC01G0031600	fibroblast growth factor receptor signaling pathway
ZLC01G0031600	ephrin receptor signaling pathway
ZLC01G0031600	chromatin remodeling
ZLC01G0031600	lipid metabolic process
ZLC01G0031610	RNA splicing
ZLC01G0031610	mRNA processing
ZLC01G0031610	spermatogenesis
ZLC01G0031610	chromosome condensation
ZLC01G0031610	cell differentiation
ZLC01G0031620	transmembrane transport
ZLC01G0031630	transmembrane transport
ZLC01G0031630	vesicle-mediated transport
ZLC01G0031630	protein transport
ZLC01G0031640	G1/S transition of mitotic cell cycle
ZLC01G0031640	cell division
ZLC01G0031650	protein ubiquitination
ZLC01G0031650	cellular process
ZLC01G0031660	transmembrane transport
ZLC01G0031680	protein ubiquitination
ZLC01G0031680	proteolysis
ZLC01G0031680	monoatomic ion transmembrane transport
ZLC01G0031700	chloroplast-nucleus signaling pathway
ZLC01G0031700	mitochondria-nucleus signaling pathway
ZLC01G0031700	mitochondrion organization
ZLC01G0031700	RNA metabolic process
ZLC01G0031700	nucleic acid biosynthetic process
ZLC01G0031700	gene expression
ZLC01G0031700	amino acid activation
ZLC01G0031700	protein metabolic process
ZLC01G0031710	microtubule cytoskeleton organization
ZLC01G0031730	isoleucyl-tRNA aminoacylation
ZLC01G0031730	reproductive structure development
ZLC01G0031730	post-embryonic development
ZLC01G0031730	mitochondrial translation
ZLC01G0031730	aminoacyl-tRNA metabolism involved in translational fidelity
ZLC01G0031730	phyllome development
ZLC01G0031750	terpenoid biosynthetic process
ZLC01G0031770	protein targeting to chloroplast
ZLC01G0031770	protein transport
ZLC01G0031780	defense response
ZLC01G0031780	response to other organism
ZLC01G0031780	maintenance of root meristem identity
ZLC01G0031780	regulation of meristem growth
ZLC01G0031780	phloem development
ZLC01G0031780	floral organ development
ZLC01G0031780	regulation of cell differentiation
ZLC01G0031780	hormone-mediated signaling pathway
ZLC01G0031780	actin filament polymerization
ZLC01G0031780	Arp2/3 complex-mediated actin nucleation
ZLC01G0031800	specification of plant organ axis polarity
ZLC01G0031800	regulation of root morphogenesis
ZLC01G0031800	protein polymerization
ZLC01G0031800	regulation of cell division
ZLC01G0031800	cell division
ZLC01G0031900	glycolytic process
ZLC01G0031920	protein ubiquitination
ZLC01G0031920	cellular process
ZLC01G0031930	mitotic cell cycle phase transition
ZLC01G0031930	cell division
ZLC01G0031930	cell cycle G1/S phase transition
ZLC01G0031940	xyloglucan biosynthetic process
ZLC01G0031950	calcium-mediated signaling
ZLC01G0031950	regulation of growth
ZLC01G0031970	magnesium ion transmembrane transport
ZLC01G0031980	chlorophyll biosynthetic process
ZLC01G0031980	1-deoxy-D-xylulose 5-phosphate biosynthetic process
ZLC01G0031980	terpenoid biosynthetic process
ZLC01G0031980	thiamine biosynthetic process
ZLC01G0031980	glyceraldehyde-3-phosphate metabolic process
ZLC01G0031990	defense response to fungus
ZLC01G0031990	disruption of cell in another organism
ZLC01G0031990	cell killing
ZLC01G0032010	response to oxidative stress
ZLC01G0032010	cellular oxidant detoxification
ZLC01G0032020	regulation of DNA-templated transcription
ZLC01G0032030	RNA modification
ZLC01G0032030	cellular process
ZLC01G0032050	heme biosynthetic process
ZLC01G0032050	cellular process
ZLC01G0032080	DNA damage response
ZLC01G0032120	shikimate metabolic process
ZLC01G0032120	chorismate biosynthetic process
ZLC01G0032120	aromatic amino acid family biosynthetic process
ZLC01G0032120	amino acid biosynthetic process
ZLC01G0032120	embryo development ending in seed dormancy
ZLC01G0032150	fatty acid biosynthetic process
ZLC01G0032150	response to light stimulus
ZLC01G0032160	endoplasmic reticulum membrane organization
ZLC01G0032160	endoplasmic reticulum-plasma membrane tethering
ZLC01G0032170	sodium ion import across plasma membrane
ZLC01G0032170	regulation of intracellular pH
ZLC01G0032170	potassium ion transmembrane transport
ZLC01G0032170	proton transmembrane transport
ZLC01G0032170	regulation of stomatal closure
ZLC01G0032190	regulation of DNA-templated transcription
ZLC01G0032190	response to fungus
ZLC01G0032200	polysaccharide catabolic process
ZLC01G0032200	cellular process
ZLC01G0032200	protein metabolic process
ZLC01G0032200	biosynthetic process
ZLC01G0032240	positive regulation of transcription elongation by RNA polymerase II
ZLC01G0032240	regulation of cell cycle
ZLC01G0032270	response to molecule of fungal origin
ZLC01G0032270	coumarin biosynthetic process
ZLC01G0032270	strigolactone biosynthetic process
ZLC01G0032270	regulation of secondary shoot formation
ZLC01G0032320	regulation of carbon utilization
ZLC01G0032320	positive regulation of gluconeogenesis
ZLC01G0032320	cellular response to glucose starvation
ZLC01G0032320	regulation of glycolytic process
ZLC01G0032320	pollen hydration
ZLC01G0032320	regulation of reactive oxygen species metabolic process
ZLC01G0032320	peroxisome fission
ZLC01G0032320	mitochondrial fission
ZLC01G0032360	positive regulation of mitotic metaphase/anaphase transition
ZLC01G0032360	protein ubiquitination
ZLC01G0032360	cell division
ZLC01G0032380	ethylene-activated signaling pathway
ZLC01G0032380	regulation of DNA-templated transcription
ZLC01G0032380	defense response
ZLC01G0032380	floral meristem growth
ZLC01G0032380	bract development
ZLC01G0032380	negative regulation of lateral root development
ZLC01G0032380	floral meristem determinacy
ZLC01G0032380	lateral root morphogenesis
ZLC01G0032390	ribosome biogenesis
ZLC01G0032390	thylakoid membrane organization
ZLC01G0032390	embryo development ending in seed dormancy
ZLC01G0032390	chloroplast organization
ZLC01G0032390	response to light stimulus
ZLC01G0032390	rRNA metabolic process
ZLC01G0032390	RNA processing
ZLC01G0032400	chromatin remodeling
ZLC01G0032410	regulation of dephosphorylation
ZLC01G0032410	cortical cytoskeleton organization
ZLC01G0032410	microtubule cytoskeleton organization
ZLC01G0032420	regulation of cell cycle
ZLC01G0032420	green leaf volatile biosynthetic process
ZLC01G0032420	DNA-templated transcription
ZLC01G0032420	regulation of transcription by RNA polymerase II
ZLC01G0032430	cellular response to chitin
ZLC01G0032430	positive regulation of defense response to bacterium
ZLC01G0032430	regulation of defense response to fungus
ZLC01G0032430	defense response to fungus
ZLC01G0032430	positive regulation of MAPK cascade
ZLC01G0032430	regulation of innate immune response
ZLC01G0032430	innate immune response
ZLC01G0032450	negative regulation of transcription by RNA polymerase II
ZLC01G0032450	cellular oxidant detoxification
ZLC01G0032460	response to nitrate
ZLC01G0032460	negative regulation of transcription by RNA polymerase II
ZLC01G0032480	carbohydrate metabolic process
ZLC01G0032480	cellular process
ZLC01G0032490	nucleosome organization
ZLC01G0032490	green leaf volatile biosynthetic process
ZLC01G0032490	heterochromatin formation
ZLC01G0032490	positive regulation of transcription by RNA polymerase II
ZLC01G0032500	lipid metabolic process
ZLC01G0032500	cellular process
ZLC01G0032530	ubiquitin-dependent protein catabolic process
ZLC01G0032530	protein ubiquitination
ZLC01G0032530	negative regulation of defense response to bacterium
ZLC01G0032530	cellular process
ZLC01G0032560	endosperm development
ZLC01G0032560	regulation of DNA-templated transcription
ZLC01G0032570	cell wall organization
ZLC01G0032620	chlorophyll biosynthetic process
ZLC01G0032620	cellular process
ZLC01G0032640	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
ZLC01G0032640	protein polyubiquitination
ZLC01G0032640	cellular process
ZLC01G0032650	ubiquitin-dependent protein catabolic process
ZLC01G0032650	protein ubiquitination
ZLC01G0032650	cellular process
ZLC01G0032670	thiamine pyrophosphate transmembrane transport
ZLC01G0032690	MAPK cascade
ZLC01G0032690	cell differentiation
ZLC01G0032710	negative regulation of DNA-templated transcription
ZLC01G0032790	defense response to fungus
ZLC01G0032800	plant-type cell wall modification
ZLC01G0032810	RNA modification
ZLC01G0032810	cellular process
ZLC01G0032820	defense response
ZLC01G0032840	regulation of flower development
ZLC01G0032850	regulation of flower development
ZLC01G0032880	fatty acid biosynthetic process
ZLC01G0032880	malonyl-CoA biosynthetic process
ZLC01G0032890	vesicle-mediated transport
ZLC01G0032890	protein transport
ZLC01G0032910	systemic acquired resistance
ZLC01G0032940	signal transduction
ZLC01G0032940	alanyl-tRNA aminoacylation
ZLC01G0032960	transmembrane transport
ZLC01G0033000	protein desumoylation
ZLC01G0033000	proteolysis
ZLC01G0033000	cellular process
ZLC01G0033060	microtubule-based process
ZLC01G0033200	(1->3)-beta-D-glucan biosynthetic process
ZLC01G0033200	regulation of cell shape
ZLC01G0033200	cell wall organization
ZLC01G0033210	citrate metabolic process
ZLC01G0033210	tricarboxylic acid cycle
ZLC01G0033210	carbohydrate metabolic process
ZLC01G0033220	glucose metabolic process
ZLC01G0033220	cellular process
ZLC01G0033230	Mo-molybdopterin cofactor biosynthetic process
ZLC01G0033300	response to stress
ZLC01G0033300	cell division
ZLC01G0033320	proton transmembrane transport
